hum,tgt
KBTBD4,Kbtbd4
FAR2,Far2
TENM3,Tenm3
DOK4,Dok4
LMBR1L,Lmbr1l
WDR11,Wdr11
POLR3E,Polr3e
SLF2,Slf2
TSR1,Tsr1
IQCC,Iqcc
CEP72,Cep72
ASF1B,Asf1b
INTS13,Ints13
BTBD7,Btbd7
N4BP2,N4bp2
ATF7IP,Atf7ip
FAM222B,Fam222b
FIRRM,Firrm
HHAT,Hhat
ZFP64,Zfp64
DNAJC11,Dnajc11
VPS35,Vps35
ARFGAP1,Arfgap1
NAXD,Naxd
ENAH,Enah
EDEM2,Edem2
PARVA,Parva
CHFR,Chfr
AP5M1,Ap5m1
NUP133,Nup133
CNDP2,Cndp2
CCAR1,Ccar1
AGK,Agk
TMEM184C,Tmem184c
SEPTIN11,Septin11
OGDHL,Ogdhl
TMEM30A,Tmem30a
CDK5RAP2,Cdk5rap2
INTS9,Ints9
UGGT2,Uggt2
RCOR3,Rcor3
WDR12,Wdr12
DHX32,Dhx32
TTC17,Ttc17
EXOC1,Exoc1
IFT122,Ift122
INAVA,Inava
H2AJ,H2aj
NGLY1,Ngly1
EXOC2,Exoc2
PRR11,Prr11
TBC1D23,Tbc1d23
TDP1,Tdp1
SAYSD1,Saysd1
MBD5,Mbd5
ZNF839,Zfp839
CFAP44,Cfap44
ERMARD,Ermard
RIOK2,Riok2
CMTR2,Cmtr2
MCTP2,Mctp2
FGD6,Fgd6
TXLNG,Txlng
LMBRD1,Lmbrd1
DEPDC1B,Depdc1b
CSGALNACT1,Csgalnact1
LRIF1,Lrif1
MINDY1,Mindy1
DDX28,Ddx28
PCID2,Pcid2
MBNL3,Mbnl3
CACNA2D3,Cacna2d3
SCN3B,Scn3b
DCP1A,Dcp1a
ADAP2,Adap2
LRP2BP,Lrp2bp
HR,Hr
ST6GALNAC1,St6galnac1
TRERF1,Trerf1
FOXJ2,Foxj2
ADCY10,Adcy10
SPATA7,Spata7
UTP6,Utp6
BDP1,Bdp1
TSNAXIP1,Tsnaxip1
DOK5,Dok5
KDM3A,Kdm3a
RNF130,Rnf130
ALLC,Allc
VPS11,Vps11
PAG1,Pag1
PECR,Pecr
DCAF6,Dcaf6
SELENOS,Selenos
GLT8D1,Glt8d1
EMC3,Emc3
CAND1,Cand1
UBAP2,Ubap2
CPAP,Cpap
EAPP,Eapp
CENPN,Cenpn
EAF2,Eaf2
WWC3,Wwc3
ARHGAP15,Arhgap15
PPP2R2D,Ppp2r2d
BRK1,Brk1
ITFG2,Itfg2
CISD1,Cisd1
PLGRKT,Plgrkt
USE1,Use1
PSENEN,Psenen
TEX2,Tex2
ZC3H15,Zc3h15
ACOT13,Acot13
KIZ,Kiz
TMEM165,Tmem165
ACTR10,Actr10
DBNDD2,Dbndd2
ECHDC1,Echdc1
TMEM126B,Tmem126b
HDAC8,Hdac8
ASH1L,Ash1l
ZNG1A,Zng1a
PBK,Pbk
GABRQ,Gabrq
WSB2,Wsb2
LMO3,Lmo3
ZKSCAN7,Zkscan7
GPRC5C,Gprc5c
LENEP,Lenep
MYNN,Mynn
ZNF395,Zfp395
MESP1,Mesp1
UNC45A,Unc45a
THSD1,Thsd1
ACSS2,Acss2
KMT2E,Kmt2e
RNF114,Rnf114
ZC4H2,Zc4h2
CMAS,Cmas
ANGPTL8,Angptl8
BIN3,Bin3
APOBR,Apobr
ERBIN,Erbin
LANCL2,Lancl2
NXT2,Nxt2
CTTNBP2NL,Cttnbp2nl
RCC2,Rcc2
NKRF,Nkrf
INKA2,Inka2
DMAP1,Dmap1
MYO5C,Myo5c
APOM,Apom
ZMAT5,Zmat5
LIN37,Lin37
KLHL9,Klhl9
SULF2,Sulf2
SEPTIN3,Septin3
AJAP1,Ajap1
NDUFA12,Ndufa12
NSFL1C,Nsfl1c
RAB5IF,Rab5if
GNG12,Gng12
BAIAP2L1,Baiap2l1
SLC25A40,Slc25a40
BCAP29,Bcap29
SLC50A1,Slc50a1
KLHL7,Klhl7
NXF3,Nxf3
MYDGF,Mydgf
SMG9,Smg9
BARX1,Barx1
PDGFC,Pdgfc
ALG1,Alg1
UBFD1,Ubfd1
KLHL4,Klhl4
TMEM234,Tmem234
PCDHGB7,Pcdhgb7
PCDHGB1,Pcdhgb1
PCDHGA11,Pcdhga11
PCDHGA10,Pcdhga10
PCDHGA9,Pcdhga9
PCDHGA7,Pcdhga7
PCDHGA5,Pcdhga5
PCDHGA4,Pcdhga4
PCDHGA3,Pcdhga3
PCDHGA2,Pcdhga2
PCDHGA1,Pcdhga1
PCDHB3,Pcdhb3
PCDHB2,Pcdhb2
PCDHA12,Pcdha12
PCDHA11,Pcdha11
PCDHA4,Pcdha4
PCDHA3,Pcdha3
PCDHA2,Pcdha2
PCDHA1,Pcdha1
TEX15,Tex15
TEX14,Tex14
TEX13B,Tex13b
TEX13A,Tex13a
TEX12,Tex12
TEX11,Tex11
NSMCE3,Nsmce3
RNF17,Rnf17
STK31,Stk31
TDRD1,Tdrd1
GSDMC,Gsdmc
DNAH7,Dnah7
ANKH,Ankh
MOSPD1,Mospd1
MTFR1L,Mtfr1l
LMOD3,Lmod3
ATOSA,Atosa
SUSD2,Susd2
KIAA1217,Etl4
BTNL2,Btnl2
EPCIP,Epcip
MRAP,Mrap
YLPM1,Ylpm1
CRTAM,Crtam
RNF20,Rnf20
TMX4,Tmx4
SERTAD4,Sertad4
MEPCE,Mepce
CTNNBL1,Ctnnbl1
GPCPD1,Gpcpd1
LRRC8A,Lrrc8a
CPXM1,Cpxm1
KYAT3,Kyat3
IRGC,Irgc
WDR45B,Wdr45b
BEX4,Bex4
GKN1,Gkn1
PARD3,Pard3
IL36G,Il36g
SLC7A10,Slc7a10
TRPV5,Trpv5
ANKRD7,Ankrd7
METTL3,Mettl3
PRMT8,Prmt8
PPAN,Ppan
CABP5,Cabp5
LTB4R2,Ltb4r2
CTPS2,Ctps2
RPRM,Rprm
CCL28,Ccl28
EIF4ENIF1,Eif4enif1
KCNQ5,Kcnq5
DNAJC12,Dnajc12
CHST7,Chst7
CYP26B1,Cyp26b1
ERO1B,Ero1b
SLC2A9,Slc2a9
DIABLO,Diablo
INPP5E,Inpp5e
ASAH2,Asah2
BCCIP,Bccip
EIF5A2,Eif5a2
TMPRSS4,Tmprss4
CLDND1,Cldnd1
TWNK,Twnk
NPDC1,Npdc1
POLE4,Pole4
TRIM39,Trim39
KCNK13,Kcnk13
KCNK12,Kcnk12
PANX2,Panx2
MUC13,Muc13
SUCNR1,Sucnr1
AKIP1,Akip1
C11orf16,C1h11orf16
TMEM9B,Tmem9b
NRIP3,Nrip3
ASCL3,Ascl3
SAR1A,Sar1a
CFAP298,Cfap298
JPH1,Jph1
RETN,Retn
SLC2A4RG,Slc2a4rg
BARHL1,Barhl1
FMN2,Fmn2
ZC3HAV1,Zc3hav1
IFNK,Ifnk
SLAMF8,Slamf8
GPR137,Gpr137
SPHK2,Sphk2
TCEAL7,Tceal7
GRIPAP1,Gripap1
EMC7,Emc7
RAD18,Rad18
CELF4,Celf4
CDC42SE1,Cdc42se1
FSTL5,Fstl5
UGGT1,Uggt1
KCMF1,Kcmf1
TM9SF3,Tm9sf3
MDM1,Mdm1
TCIM,Tcim
UBQLN4,Ubqln4
AGPAT3,Agpat3
AGPAT4,Agpat4
DPYSL5,Dpysl5
WRNIP1,Wrnip1
BDH2,Bdh2
ANKS1B,Anks1b
TMEM167B,Tmem167b
NDUFA4L2,Ndufa4l2
PNO1,Pno1
PAPOLB,Papolb
SH3GLB2,Sh3glb2
C15orf39,C8h15orf39
SPIRE1,Spire1
STARD7,Stard7
MAP3K7CL,Map3k7cl
IFT46,Ift46
C1GALT1,C1galt1
OTOR,Otor
EXOSC5,Exosc5
SMARCAD1,Smarcad1
MEIS3,Meis3
DHX33,Dhx33
SEMA3G,Sema3g
MCCC1,Mccc1
NMUR2,Nmur2
PAK6,Pak6
LXN,Lxn
NCLN,Ncln
GPR108,Gpr108
SPPL2B,Sppl2b
FEM1C,Fem1c
DUS3L,Dus3l
CA10,Car10
SMCO4,Smco4
CCDC177,Ccdc177
PMEPA1,Pmepa1
BMAL2,Bmal2
DUSP22,Dusp22
HMCES,Hmces
CMC2,Cmc2
ENY2,Eny2
OLFML3,Olfml3
MRPS22,Mrps22
EMSY,Emsy
MFF,Mff
SDR39U1,Sdr39u1
XAB2,Xab2
SMYD2,Smyd2
C5orf15,C10h5orf15
PRTFDC1,Prtfdc1
NT5M,Nt5m
NIT2,Nit2
MEPE,Mepe
LHX9,Lhx9
OTUD7B,Otud7b
SHD,Shd
RGMA,Rgma
WDR93,Wdr93
PARP6,Parp6
C14orf132,C6h14orf132
ATXN7L3,Atxn7l3
CEACAM19,Ceacam19
FAM20C,Fam20c
STOX2,Stox2
PRDM8,Prdm8
PRDM9,Prdm9
PRDM10,Prdm10
PRDM11,Prdm11
POGLUT1,Poglut1
PSMG2,Psmg2
ADPRM,Adprm
DTWD1,Dtwd1
BBX,Bbx
CDC42SE2,Cdc42se2
KIF15,Kif15
TOMM22,Tomm22
CHPT1,Chpt1
TULP4,Tulp4
SLC12A9,Slc12a9
COQ8A,Coq8a
CTNNBIP1,Ctnnbip1
ADAMTS9,Adamts9
SDHAF3,Sdhaf3
YAE1,Yae1
CCDC47,Ccdc47
ACKR3,Ackr3
CABP4,Cabp4
COQ9,Coq9
CCNL1,Ccnl1
CIAPIN1,Ciapin1
VPS35L,Vps35l
PDXP,Pdxp
SLC17A7,Slc17a7
RSRP1,Rsrp1
ANKMY2,Ankmy2
RARS2,Rars2
TWSG1,Twsg1
PLSCR2,Plscr2
PLSCR3,Plscr3
UTP3,Utp3
CHRNA10,Chrna10
TBX20,Tbx20
PCBP4,Pcbp4
DDX24,Ddx24
KNL1,Knl1
SLC17A6,Slc17a6
AGTRAP,Agtrap
PLSCR4,Plscr4
ENTPD7,Entpd7
CASS4,Cass4
PCNP,Pcnp
CPA6,Cpa6
PITHD1,Pithd1
RPGRIP1,Rpgrip1
PARP11,Parp11
AVEN,Aven
ANO2,Ano2
FERRY3,Ferry3
TIGAR,Tigar
PNPLA2,Pnpla2
CYSLTR2,Cysltr2
NAT14,Nat14
PDSS2,Pdss2
REXO4,Rexo4
PLAAT1,Plaat1
RAB25,Rab25
TRPC7,Trpc7
PGLYRP4,Pglyrp4
INTS12,Ints12
CAMK1D,Camk1d
EPPIN,Eppin
GOPC,Gopc
LPAR5,Lpar5
NUP107,Nup107
CD248,Cd248
PLXDC1,Plxdc1
RHBG,Rhbg
LYRM4,Lyrm4
MRPL47,Mrpl47
ATP13A1,Atp13a1
CHMP1B,Chmp1b
MAN1C1,Man1c1
APMAP,Apmap
RGL3,Ralgdsl3
RNPEPL1,Rnpepl1
RTN4,Rtn4
ADCK1,Adck1
PAK5,Pak5
LDAF1,Ldaf1
SCYL3,Scyl3
RALGAPB,Ralgapb
LYRM1,Lyrm1
SMIM8,Smim8
LYZL6,Lyzl6
SLURP1,Slurp1
SLC44A2,Slc44a2
SMURF1,Smurf1
TMEM63C,Tmem63c
PHTF2,Phtf2
JPH2,Jph2
TRIM54,Trim54
PELI2,Peli2
PELI1,Peli1
GJC2,Gjc2
SALL4,Sall4
ASPHD2,Asphd2
ZNFX1,Znfx1
DOLPP1,Dolpp1
CAMK1G,Camk1g
CORO1B,Coro1b
VARS2,Vars2
ZMIZ1,Zmiz1
KIAA1191,Kiaa1191
ACTR3B,Actr3b
SLC39A10,Slc39a10
ANKRD50,Ankrd50
FAM219B,Fam219b
NIPAL3,Nipal3
RALGAPA2,Ralgapa2
THOC2,Thoc2
ADAMTSL3,Adamtsl3
DENND11,Dennd11
SELENON,Selenon
MCOLN1,Mcoln1
ATP10A,Atp10a
ATP8B2,Atp8b2
ATP10D,Atp10d
ZNF248,Zfp248
SLC45A4,Slc45a4
ADGRG6,Adgrg6
SPRYD7,Spryd7
CEMIP,Cemip
THAP11,Thap11
VANGL2,Vangl2
TTC7A,Ttc7a
ARFGEF3,Arfgef3
ERGIC1,Ergic1
PPP4R3B,Ppp4r3b
NHSL1,Nhsl1
LYRM2,Lyrm2
SMAGP,Smagp
SNX14,Snx14
SLC4A10,Slc4a10
DANCR,Dancr
KAT14,Kat14
PBXIP1,Pbxip1
CBX8,Cbx8
RCN3,Rcn3
ZNF286A,Zfp286a
ZNF287,Zfp287
SENP7,Senp7
JPH3,Jph3
TTYH1,Ttyh1
GJD2,Gjd2
AICDA,Aicda
MRS2,Mrs2
RHOJ,Rhoj
CLTRN,Cltrn
CLK4,Clk4
S100A14,S100a14
RAB22A,Rab22a
CYP20A1,Cyp20a1
SPC25,Spc25
ABHD6,Abhd6
NMRAL1,Nmral1
LRTM1,Lrtm1
MIF4GD,Mif4gd
SCYL1,Scyl1
AS3MT,As3mt
TMIGD3,Tmigd3
RHBDD2,Rhbdd2
CEP15,Cep15
WDR18,Wdr18
SLC24A3,Slc24a3
NDRG3,Ndrg3
NDRG2,Ndrg2
BIRC6,Birc6
PLEKHG5,Plekhg5
TENM2,Tenm2
GALNT16,Galnt16
DSCAML1,Dscaml1
REXO1,Rexo1
KIAA1143,RGD1311745
TMCC3,Tmcc3
GATAD2B,Gatad2b
PPM1H,Ppm1h
ISY1,Isy1
MYORG,Myorg
AMIGO1,Amigo1
STRIP2,Strip2
TBC1D24,Tbc1d24
SCAF4,Scaf4
HHATL,Hhatl
SLC12A5,Slc12a5
PNMA8B,Pnma8b
LRRC47,Lrrc47
ERMN,Ermn
CNOT6,Cnot6
ZNF512B,Zfp512b
PLEKHH1,Plekhh1
GRAMD1B,Gramd1b
SHROOM4,Shroom4
USP31,Usp31
PRR12,Prr12
PLEKHG1,Plekhg1
KIAA1210,Kiaa1210
CRACD,Cracd
RNF150,Rnf150
NLN,Nln
ESYT2,Esyt2
ODF2L,Odf2l
AHRR,Ahrr
ARID1B,Arid1b
HEG1,Heg1
RIMKLB,Rimklb
NWD2,Nwd2
MRTFB,Mrtfb
LRFN2,Lrfn2
KIDINS220,Kidins220
CFAP92,Cfap92
MTA3,Mta3
AARS2,Aars2
MAVS,Mavs
ZNF608,Zfp608
INTS2,Ints2
MTUS1,Mtus1
XPO5,Xpo5
COG6,Cog6
GPR158,Gpr158
CASKIN2,Caskin2
ARHGAP31,Arhgap31
SERINC1,Serinc1
STARD9,Stard9
HECW2,Hecw2
RPTOR,Rptor
SRGAP1,Srgap1
NYNRIN,Nynrin
CASKIN1,Caskin1
PCDH19,Pcdh19
KCTD16,Kctd16
RTL9,Rtl9
CGN,Cgn
HACE1,Hace1
NUFIP2,Nufip2
TBC1D14,Tbc1d14
MIB1,Mib1
ELAPOR1,Elapor1
KIAA1328,Kiaa1328
SORCS2,Sorcs2
ALPK3,Alpk3
WDR35,Wdr35
DISP3,Disp3
ZNF398,Zfp398
KLHL42,Klhl42
TXNDC16,Txndc16
CC2D2A,Cc2d2a
PDP2,Pdp2
IGSF9,Igsf9
TAOK1,Taok1
NCEH1,Nceh1
MICAL3,Mical3
LRRC7,Lrrc7
NLGN2,Nlgn2
SEMA6A,Sema6a
USP35,Usp35
STAMBPL1,Stambpl1
IFT80,Ift80
ARRDC3,Arrdc3
CEP126,Cep126
KLHL8,Klhl8
KLHL14,Klhl14
ZNF319,Zfp319
SIPA1L2,Sipa1l2
ARHGAP20,Arhgap20
TRMT5,Trmt5
CARNS1,Carns1
DOCK6,Dock6
MARCHF4,Marchf4
PCDH10,Pcdh10
KIF17,Kif17
CCDC191,Ccdc191
UNC79,Unc79
FAM135A,Fam135a
PREX1,Prex1
KCNT1,Kcnt1
TMEM181,Tmem181
ARHGAP21,Arhgap21
CRAMP1,Cramp1
SYT13,Syt13
CFAP97,Cfap97
RIC1,Ric1
WDFY1,Wdfy1
MRTFA,Mrtfa
ZNF687,Zfp687
EBF4,Ebf4
HOMEZ,Homez
PDZD4,Pdzd4
BEGAIN,Begain
BAHCC1,Bahcc1
WDR48,Wdr48
FNIP2,Fnip2
USP36,Usp36
TRMT9B,Trmt9b
PITPNM2,Pitpnm2
SLAIN2,Slain2
JCAD,Jcad
DIP2B,Dip2b
RANBP10,Ranbp10
ISLR2,Islr2
FAM234B,Fam234b
RELCH,Relch
TSHZ3,Tshz3
VPS18,Vps18
SHROOM3,Shroom3
STIM2,Stim2
ZBTB2,Zbtb2
LRFN1,Lrfn1
ZFAT,Zfat
NYAP2,Nyap2
KLHL1,Klhl1
DPP10,Dpp10
SH3RF1,Sh3rf1
LRCH2,Lrch2
LRRN1,Lrrn1
EP400,Ep400
ARHGAP23,Arhgap23
CCDC146,Ccdc146
COL20A1,Col20a1
ZSWIM5,Zswim5
MYH7B,Myh7b
POGK,Pogk
USP28,Usp28
DHX37,Dhx37
NHSL3,Nhsl3
PHF12,Phf12
CIP2A,Cip2a
UVSSA,Uvssa
GRAMD1A,Gramd1a
HCN3,Hcn3
CALCOCO1,Calcoco1
ZBTB4,Zbtb4
PHRF1,Phrf1
CAMSAP3,Camsap3
USP29,Usp29
PLEKHA4,Plekha4
RDH14,Rdh14
FBRSL1,Fbrsl1
EPB41L5,Epb41l5
KIAA1549,Kiaa1549
BEND3,Bend3
RNF213,Rnf213
ZFP14,Zfp14
GPAM,Gpam
ALS2,Als2
CHD8,Chd8
ZDBF2,Zdbf2
ZBTB26,Zbtb26
CACHD1,Cachd1
VAT1L,Vat1l
ZSWIM6,Zswim6
LRRC4C,Lrrc4c
TNRC6C,Tnrc6c
MAGEE1,Magee1
ZNF317,Zfp317
USP37,Usp37
DDX55,Ddx55
FANCM,Fancm
SHTN1,Shtn1
CPNE5,Cpne5
FHIP2A,Fhip2a
NCKAP5L,Nckap5l
CWC22,Cwc22
GBA2,Gba2
WDFY4,Wdfy4
DENND1A,Dennd1a
MEAK7,Meak7
MIER1,Mier1
SLC7A14,Slc7a14
KIAA1614,Kiaa1614
SFMBT2,Sfmbt2
SEMA4G,Sema4g
PRX,Prx
PPP4R4,Ppp4r4
ANO8,Ano8
GPR107,Gpr107
METTL14,Mettl14
IGDCC4,Igdcc4
EPG5,Epg5
NCOA5,Ncoa5
WDR19,Wdr19
SPTBN4,Sptbn4
ZFYVE28,Zfyve28
SCUBE2,Scube2
TRIB3,Trib3
ANKRA2,Ankra2
RBAK,Rbak
MARK4,Mark4
SUGP1,Sugp1
BRINP2,Brinp2
GATAD1,Gatad1
RAB40C,Rab40c
POLD4,Pold4
CCAR2,Ccar2
HAMP,Hamp
G6PC2,G6pc2
LSM2,Lsm2
CCNB1IP1,Ccnb1ip1
CCDC181,Ccdc181
GRHL3,Grhl3
SLAMF7,Slamf7
RAP2C,Rap2c
C6orf47,G4
CATSPERG,Catsperg
ZP4,Zp4
SLC4A5,Slc4a5
ZNF410,Zfp410
CADM3,Cadm3
SLC46A2,Slc46a2
PTBP2,Ptbp2
NGB,Ngb
NEUROD4,Neurod4
WFDC1,Wfdc1
CTDSP1,Ctdsp1
CXCL16,Cxcl16
SQOR,Sqor
PLEKHB1,Plekhb1
MS4A7,Ms4a7
TP53INP2,Tp53inp2
SRPRB,Srprb
ENOPH1,Enoph1
RHOU,Rhou
NLRC4,Nlrc4
TRAPPC1,Trappc1
ZBED5,Zbed5
CREBZF,Crebzf
PCTP,Pctp
ABHD17C,Abhd17c
RPRD1B,Rprd1b
INIP,Inip
JAM2,Jam2
OVOL2,Ovol2
LY6G5B,Ly6g5b
PRUNE1,Prune1
MYL7,Myl7
ZNF462,Zfp462
OPRPN,Oprpn
ARHGAP22,Arhgap22
OSTC,Ostc
SCAF1,Scaf1
KMT2C,Kmt2c
CACTIN,Cactin
PRODH2,Prodh2
DNASE2B,Dnase2b
DLGAP3,Dlgap3
EPS15L1,Eps15l1
SELENOK,Selenok
SINHCAF,Sinhcaf
RBM25,Rbm25
DMRT3,Dmrt3
WIZ,Wiz
MID1IP1,Mid1ip1
ABRACL,Abracl
RRAGD,Rragd
MYOZ1,Myoz1
LY6G6D,Ly6g6d
PRM3,Prm3
SNX6,Snx6
MPP4,Mpp4
IL22RA1,Il22ra1
PGAP6,Pgap6
IL21,Il21
ENPP5,Enpp5
HIVEP3,Hivep3
EVA1C,Eva1c
ACE2,Ace2
TLNRD1,Tlnrd1
NTN4,Ntn4
CACNG8,Cacng8
CACNG7,Cacng7
CACNG6,Cacng6
UBL5,Ubl5
SIGIRR,Sigirr
PRDM12,Prdm12
PRDM13,Prdm13
PLEKHA1,Plekha1
PLEKHA2,Plekha2
HRH4,Hrh4
TRPV4,Trpv4
SCPEP1,Scpep1
SENP2,Senp2
ALOXE3,Aloxe3
GNB4,Gnb4
KLHL12,Klhl12
RXFP1,Rxfp1
LGR6,Lgr6
TMEM35A,Tmem35a
AFAP1,Afap1
GPBP1L1,Gpbp1l1
MYG1,Myg1
FAM3A,Fam3a
AVPI1,Avpi1
TSKS,Tsks
SLC25A19,Slc25a19
EDA2R,Eda2r
EXOC4,Exoc4
TGIF2,Tgif2
CDH26,Cdh26
BACH2,Bach2
ELOVL5,Elovl5
SLC5A7,Slc5a7
HAPLN2,Hapln2
SAV1,Sav1
TRMT11,Trmt11
MRPS35,Mrps35
PPCDC,Ppcdc
NIF3L1,Nif3l1
CCDC90B,Ccdc90b
FASTKD5,Fastkd5
CCDC81,Ccdc81
HPSE2,Hpse2
AASDHPPT,Aasdhppt
NYX,Nyx
AGBL5,Agbl5
LDAH,Ldah
ELAC2,Elac2
ALX4,Alx4
GUF1,Guf1
SPCS3,Spcs3
NAA35,Naa35
RINT1,Rint1
SCOC,Scoc
KCNK15,Kcnk15
DHX35,Dhx35
RIC8A,Ric8a
MIIP,Miip
ATG101,Atg101
GAS5,Gas5
PROK2,Prok2
PAPPA2,Pappa2
CELF6,Celf6
EEFSEC,Eefsec
CELF5,Celf5
FKBP10,Fkbp10
SMAP1,Smap1
TRAPPC11,Trappc11
ZFAND3,Zfand3
C14orf93,C15h14orf93
SLC22A23,Slc22a23
BCORL1,Bcorl1
CELA2A,Cela2a
SRR,Srr
BCAN,Bcan
ABHD4,Abhd4
MRPL17,Mrpl17
PKNOX2,Pknox2
FAM204A,Fam204a
RNF123,Rnf123
THADA,Thada
UBE2O,Ube2o
VIPAS39,Vipas39
PIEZO2,Piezo2
HEATR6,Heatr6
SH2D4A,Sh2d4a
NSUN3,Nsun3
FAM111A,Fam111a
DUSP21,Dusp21
MANBAL,Manbal
GPATCH3,Gpatch3
NAPB,Napb
SLC17A9,Slc17a9
BLOC1S5,Bloc1s5
ELMO2,Elmo2
GALNT11,Galnt11
CHTF18,Chtf18
TNN,Tnn
CIDEC,Cidec
ZNF335,Zfp335
ANKEF1,Ankef1
CHP2,Chp2
XPNPEP3,Xpnpep3
MRPS14,Mrps14
STEEP1,Steep1
MCUR1,Mcur1
ZNF667,Zfp667
PCIF1,Pcif1
FAM217B,Fam217b
GPSM3,Gpsm3
NECAB3,Necab3
FKBPL,Fkbpl
DMRTC2,Dmrtc2
DMRTB1,Dmrtb1
DMRTA2,Dmrta2
DMRTA1,Dmrta1
CLSPN,Clspn
KIF13A,Kif13a
NEUROG2,Neurog2
NEUROD6,Neurod6
PRDM16,Prdm16
PRDM15,Prdm15
PRDM14,Prdm14
FIGNL1,Fignl1
ANO3,Ano3
MYO1G,Myo1g
TSPYL2,Tspyl2
RBM26,Rbm26
OXCT2,Oxct2b
PERP,Perp
MMP27,Mmp27
NPAS3,Npas3
CDH23,Cdh23
C19orf33,C1h19orf33
LHPP,Lhpp
SLC28A3,Slc28a3
RBKS,Rbks
PBLD,Pbld1
GOLPH3,Golph3
CLSTN2,Clstn2
MCCC2,Mccc2
SNX16,Snx16
GAL3ST2,Gal3st2
POPDC2,Popdc2
SAMSN1,Samsn1
SMOC1,Smoc1
SMOC2,Smoc2
GFRA4,Gfra4
EPB41L4A,Epb41l4a
PARVG,Parvg
LRRC4,Lrrc4
TNMD,Tnmd
CENPK,Cenpk
NPFFR1,Npffr1
RTP4,Rtp4
CRLF2,Crlf2
NPVF,Npvf
MOAP1,Moap1
TMBIM1,Tmbim1
VSIR,Vsir
SLC39A8,Slc39a8
DUS1L,Dus1l
RRAGC,Rragc
FN3K,Fn3k
ADGRL4,Adgrl4
NOD2,Nod2
TINAGL1,Tinagl1
LIN7B,Lin7b
XYLT1,Xylt1
XYLT2,Xylt2
IFIH1,Ifih1
ABCG4,Abcg4
RBSN,Rbsn
PDF,Pdf
KIF9,Kif9
C17orf75,C10h17orf75
DIO3OS,Dio3os
NCAPG,Ncapg
NECAB1,Necab1
CARD9,Card9
OSGEPL1,Osgepl1
DPEP2,Dpep2
P3H1,P3h1
DPEP3,Dpep3
IRF2BPL,Irf2bpl
POPDC3,Popdc3
MMS19,Mms19
LHX5,Lhx5
DNAJC1,Dnajc1
TFB2M,Tfb2m
SEMA4A,Sema4a
PJA1,Pja1
STRA6,Stra6
ROBO3,Robo3
TOR3A,Tor3a
MLST8,Mlst8
HERPUD2,Herpud2
ATL2,Atl2
PDLIM2,Pdlim2
ABCG5,Abcg5
ABCG8,Abcg8
TENT4B,Tent4b
ARHGEF28,Arhgef28
RAB17,Rab17
RHBDF1,Rhbdf1
NOC3L,Noc3l
FBRS,Fbrs
RNF25,Rnf25
SOX17,Sox17
NSD1,Nsd1
COP1,Cop1
LMBR1,Lmbr1
XPO4,Xpo4
NFKBIZ,Nfkbiz
ARHGAP9,Arhgap9
HS1BP3,Hs1bp3
AZI2,Azi2
HIF3A,Hif3a
NXN,Nxn
SIL1,Sil1
IKZF4,Ikzf4
IKZF5,Ikzf5
CHST8,Chst8
MMP25,Mmp25
GREM2,Grem2
ZMAT3,Zmat3
GMCL1,Gmcl1
ZNF106,Zfp106
PALS1,Pals1
HHIP,Hhip
AKTIP,Aktip
CDH24,Cdh24
CDH22,Cdh22
RGS18,Rgs18
GALNT17,Galnt17
KLHL25,Klhl25
ARAP3,Arap3
GZF1,Gzf1
TMEM267,Tmem267
TMEM168,Tmem168
MTMR14,Mtmr14
SUSD1,Susd1
DCLRE1C,Dclre1c
ATG3,Atg3
INF2,Inf2
POLR1E,Polr1e
SUDS3,Suds3
CIAO3,Ciao3
ZDHHC6,Zdhhc6
PCNX4,Pcnx4
ACTR6,Actr6
MRPS25,Mrps25
NOM1,Nom1
DNAI2,Dnai2
CSMD1,Csmd1
CPEB1,Cpeb1
TEKT3,Tekt3
ALDH8A1,Aldh8a1
NDST4,Ndst4
CLEC7A,Clec7a
GPR135,Gpr135
MOSPD3,Mospd3
GIGYF1,Gigyf1
PLA2G2F,Pla2g2f
VPS16,Vps16
EBF2,Ebf2
MFSD14A,Mfsd14a
CSRNP1,Csrnp1
ANAPC1,Anapc1
GORASP1,Gorasp1
TMPRSS3,Tmprss3
COPS7B,Cops7b
NUCKS1,Nucks1
HS3ST6,Hs3st6
PDIA2,Pdia2
UNKL,Unkl
WDR13,Wdr13
SMAP2,Smap2
METTL17,Mettl17
ACBD3,Acbd3
MFSD1,Mfsd1
PLPPR2,Plppr2
SMURF2,Smurf2
CCDC136,Ccdc136
SMYD3,Smyd3
RUSF1,Rusf1
ATPAF1,Atpaf1
MTARC1,Mtarc1
TNS3,Tns3
FHIP2B,Fhip2b
PARP12,Parp12
GAREM1,Garem1
ZNF574,Zfp574
CREB3L2,Creb3l2
S100PBP,S100pbp
IPPK,Ippk
MEAF6,Meaf6
CCDC14,Ccdc14
ILRUN,Ilrun
ENGASE,Engase
PCED1A,Pced1a
CFAP68,Cfap68
RMND5B,Rmnd5b
FNDC3B,Fndc3b
MTHFSD,Mthfsd
MICAL1,Mical1
CERK,Cerk
AEN,Aen
RBM15,Rbm15
CRTC3,Crtc3
GINS3,Gins3
TBC1D15,Tbc1d15
EPS8L2,Eps8l2
LMF1,Lmf1
EXO5,Exo5
IFT22,Ift22
CEP85,Cep85
DDX31,Ddx31
RMND5A,Rmnd5a
